care.virtue,care.vice,authority.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,sanctity.virtue,authority.vice,sanctity.vice,positive,neutral,negative,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0679,0.4113,0.5208,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326,0.4309,0.5365,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0031,0.0268,0.9701,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0609,0.731,0.2081,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0119,0.1853,0.8027,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0062,0.0527,0.941,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0042,0.0358,0.9599,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.2901,0.6749,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.1642,0.8182,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.5507,0.4034,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.1742,0.8115,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.1752,0.8075,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.203,0.7773,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.1195,0.8659,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058,0.3243,0.5699,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761,0.3452,0.5787,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561,0.3784,0.5655,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925,0.4608,0.2468,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.3234,0.6253,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.1132,0.8755,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.2096,0.7666,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.1116,0.8749,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.3401,0.6358,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0035,0.0207,0.9759,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226,0.3433,0.6342,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1443,0.6107,0.2451,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1537,0.5992,0.247,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327,0.5703,0.3971,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0073,0.047,0.9457,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.1623,0.8246,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0997,0.8913,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443,0.24,0.7158,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.1699,0.8177,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.071,0.9141,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0514,0.943,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.1723,0.7862,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.2664,0.6968,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.3453,0.6359,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0278,0.9692,Morally Negative
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296,0.3003,0.6701,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.4792,0.4901,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.1411,0.8443,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1888,0.4867,0.3246,Morally Positive
