,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
0,1,AdaBoostClassifier,0.567,0.376,0.337,0.519,0.376,0.567,0.291,0.437
1,1,BaggingClassifier,0.989,0.918,0.959,0.989,0.918,0.989,0.934,0.989
2,1,BernoulliNB,0.85,0.726,0.695,0.873,0.726,0.85,0.702,0.854
3,1,CalibratedClassifierCV,0.984,0.877,0.96,0.984,0.877,0.984,0.907,0.984
4,1,DecisionTreeClassifier,0.989,0.94,0.949,0.989,0.94,0.989,0.945,0.989
5,1,DummyClassifier,0.326,0.125,0.041,0.106,0.125,0.326,0.061,0.16
6,1,ExtraTreeClassifier,0.901,0.765,0.773,0.9,0.765,0.901,0.768,0.9
7,1,ExtraTreesClassifier,0.992,0.914,0.986,0.992,0.914,0.992,0.941,0.991
8,1,GaussianNB,0.66,0.646,0.591,0.854,0.646,0.66,0.539,0.723
9,1,KNeighborsClassifier,0.724,0.471,0.684,0.736,0.471,0.724,0.49,0.709
10,1,LabelPropagation,0.616,0.403,0.571,0.72,0.403,0.616,0.423,0.611
11,1,LabelSpreading,0.616,0.403,0.571,0.72,0.403,0.616,0.423,0.611
12,1,LinearDiscriminantAnalysis,0.972,0.937,0.914,0.978,0.937,0.972,0.914,0.974
13,1,LinearSVC,0.986,0.907,0.962,0.986,0.907,0.986,0.927,0.985
14,1,LogisticRegression,0.99,0.925,0.97,0.99,0.925,0.99,0.945,0.99
15,1,NearestCentroid,0.793,0.799,0.624,0.869,0.799,0.793,0.631,0.815
16,1,PassiveAggressiveClassifier,0.964,0.791,0.794,0.965,0.791,0.964,0.791,0.964
17,1,Perceptron,0.971,0.807,0.883,0.969,0.807,0.971,0.824,0.969
18,1,QuadraticDiscriminantAnalysis,0.705,0.718,0.699,0.798,0.718,0.705,0.628,0.73
19,1,RandomForestClassifier,0.99,0.895,0.978,0.991,0.895,0.99,0.917,0.99
20,1,RidgeClassifier,0.911,0.595,0.579,0.859,0.595,0.911,0.585,0.883
21,1,RidgeClassifierCV,0.911,0.595,0.579,0.859,0.595,0.911,0.585,0.883
22,1,SGDClassifier,0.963,0.759,0.792,0.959,0.759,0.963,0.771,0.961
23,1,SVC,0.975,0.772,0.857,0.973,0.772,0.975,0.791,0.972
24,1,LGBMClassifier,0.275,0.251,0.291,0.512,0.251,0.275,0.174,0.282
25,2,AdaBoostClassifier,0.544,0.365,0.259,0.379,0.365,0.544,0.276,0.406
26,2,BaggingClassifier,0.99,0.912,0.955,0.99,0.912,0.99,0.926,0.989
27,2,BernoulliNB,0.855,0.708,0.689,0.875,0.708,0.855,0.688,0.859
28,2,CalibratedClassifierCV,0.985,0.859,0.973,0.985,0.859,0.985,0.892,0.985
29,2,DecisionTreeClassifier,0.988,0.899,0.955,0.987,0.899,0.988,0.919,0.987
30,2,DummyClassifier,0.335,0.125,0.042,0.112,0.125,0.335,0.063,0.168
31,2,ExtraTreeClassifier,0.912,0.748,0.755,0.913,0.748,0.912,0.75,0.912
32,2,ExtraTreesClassifier,0.989,0.87,0.987,0.989,0.87,0.989,0.903,0.988
33,2,GaussianNB,0.618,0.595,0.554,0.834,0.595,0.618,0.488,0.688
34,2,KNeighborsClassifier,0.716,0.457,0.678,0.722,0.457,0.716,0.485,0.698
35,2,LabelPropagation,0.603,0.395,0.688,0.71,0.395,0.603,0.422,0.596
36,2,LabelSpreading,0.603,0.395,0.688,0.71,0.395,0.603,0.422,0.596
37,2,LinearDiscriminantAnalysis,0.97,0.934,0.909,0.976,0.934,0.97,0.912,0.972
38,2,LinearSVC,0.987,0.882,0.984,0.987,0.882,0.987,0.919,0.986
39,2,LogisticRegression,0.989,0.94,0.968,0.989,0.94,0.989,0.953,0.989
40,2,NearestCentroid,0.794,0.774,0.619,0.87,0.774,0.794,0.624,0.819
41,2,PassiveAggressiveClassifier,0.968,0.791,0.85,0.967,0.791,0.968,0.813,0.967
42,2,Perceptron,0.971,0.825,0.838,0.971,0.825,0.971,0.831,0.971
43,2,QuadraticDiscriminantAnalysis,0.693,0.712,0.693,0.795,0.712,0.693,0.626,0.721
44,2,RandomForestClassifier,0.988,0.855,0.981,0.989,0.855,0.988,0.885,0.987
45,2,RidgeClassifier,0.906,0.585,0.701,0.905,0.585,0.906,0.578,0.875
46,2,RidgeClassifierCV,0.906,0.585,0.701,0.905,0.585,0.906,0.578,0.875
47,2,SGDClassifier,0.968,0.747,0.844,0.965,0.747,0.968,0.775,0.966
48,2,SVC,0.974,0.77,0.966,0.974,0.77,0.974,0.799,0.971
49,2,LGBMClassifier,0.418,0.244,0.276,0.502,0.244,0.418,0.234,0.425
50,3,AdaBoostClassifier,0.339,0.379,0.303,0.445,0.379,0.339,0.258,0.308
51,3,BaggingClassifier,0.99,0.933,0.962,0.99,0.933,0.99,0.945,0.99
52,3,BernoulliNB,0.85,0.73,0.722,0.869,0.73,0.85,0.719,0.853
53,3,CalibratedClassifierCV,0.988,0.893,0.975,0.988,0.893,0.988,0.924,0.987
54,3,DecisionTreeClassifier,0.988,0.944,0.961,0.988,0.944,0.988,0.952,0.988
55,3,DummyClassifier,0.328,0.125,0.041,0.108,0.125,0.328,0.062,0.162
56,3,ExtraTreeClassifier,0.9,0.777,0.818,0.899,0.777,0.9,0.793,0.899
57,3,ExtraTreesClassifier,0.989,0.893,0.986,0.989,0.893,0.989,0.925,0.989
58,3,GaussianNB,0.688,0.654,0.589,0.855,0.654,0.688,0.546,0.743
59,3,KNeighborsClassifier,0.719,0.467,0.685,0.728,0.467,0.719,0.499,0.7
60,3,LabelPropagation,0.615,0.409,0.604,0.72,0.409,0.615,0.436,0.614
61,3,LabelSpreading,0.615,0.409,0.604,0.72,0.409,0.615,0.436,0.614
62,3,LinearDiscriminantAnalysis,0.977,0.944,0.925,0.98,0.944,0.977,0.929,0.978
63,3,LinearSVC,0.987,0.89,0.98,0.987,0.89,0.987,0.917,0.986
64,3,LogisticRegression,0.991,0.934,0.972,0.991,0.934,0.991,0.951,0.991
65,3,NearestCentroid,0.798,0.748,0.628,0.868,0.748,0.798,0.636,0.821
66,3,PassiveAggressiveClassifier,0.971,0.827,0.859,0.969,0.827,0.971,0.838,0.97
67,3,Perceptron,0.968,0.835,0.871,0.966,0.835,0.968,0.849,0.967
68,3,QuadraticDiscriminantAnalysis,0.707,0.72,0.707,0.799,0.72,0.707,0.634,0.73
69,3,RandomForestClassifier,0.989,0.888,0.98,0.989,0.888,0.989,0.918,0.988
70,3,RidgeClassifier,0.913,0.595,0.579,0.86,0.595,0.913,0.585,0.884
71,3,RidgeClassifierCV,0.913,0.595,0.579,0.86,0.595,0.913,0.585,0.884
72,3,SGDClassifier,0.968,0.742,0.793,0.961,0.742,0.968,0.757,0.963
73,3,SVC,0.978,0.804,0.969,0.978,0.804,0.978,0.837,0.976
74,3,LGBMClassifier,0.996,0.948,0.989,0.996,0.948,0.996,0.964,0.996
75,4,AdaBoostClassifier,0.549,0.364,0.263,0.384,0.364,0.549,0.28,0.412
76,4,BaggingClassifier,0.989,0.942,0.931,0.989,0.942,0.989,0.935,0.989
77,4,BernoulliNB,0.846,0.764,0.694,0.873,0.764,0.846,0.713,0.851
78,4,CalibratedClassifierCV,0.981,0.89,0.931,0.982,0.89,0.981,0.908,0.981
79,4,DecisionTreeClassifier,0.986,0.958,0.94,0.987,0.958,0.986,0.947,0.987
80,4,DummyClassifier,0.34,0.125,0.042,0.115,0.125,0.34,0.063,0.172
81,4,ExtraTreeClassifier,0.906,0.777,0.762,0.906,0.777,0.906,0.769,0.906
82,4,ExtraTreesClassifier,0.988,0.909,0.958,0.989,0.909,0.988,0.927,0.988
83,4,GaussianNB,0.671,0.638,0.571,0.853,0.638,0.671,0.526,0.729
84,4,KNeighborsClassifier,0.728,0.481,0.681,0.736,0.481,0.728,0.514,0.714
85,4,LabelPropagation,0.618,0.399,0.67,0.718,0.399,0.618,0.428,0.612
86,4,LabelSpreading,0.618,0.399,0.669,0.718,0.399,0.618,0.428,0.612
87,4,LinearDiscriminantAnalysis,0.966,0.937,0.901,0.976,0.937,0.966,0.9,0.97
88,4,LinearSVC,0.982,0.88,0.912,0.981,0.88,0.982,0.892,0.981
89,4,LogisticRegression,0.988,0.923,0.95,0.988,0.923,0.988,0.936,0.988
90,4,NearestCentroid,0.801,0.783,0.623,0.876,0.783,0.801,0.633,0.825
91,4,PassiveAggressiveClassifier,0.965,0.875,0.802,0.97,0.875,0.965,0.821,0.967
92,4,Perceptron,0.97,0.872,0.88,0.971,0.872,0.97,0.875,0.97
93,4,QuadraticDiscriminantAnalysis,0.681,0.66,0.55,0.789,0.66,0.681,0.548,0.711
94,4,RandomForestClassifier,0.989,0.916,0.968,0.989,0.916,0.989,0.936,0.989
95,4,RidgeClassifier,0.912,0.586,0.575,0.862,0.586,0.912,0.579,0.885
96,4,RidgeClassifierCV,0.912,0.586,0.575,0.862,0.586,0.912,0.579,0.885
97,4,SGDClassifier,0.965,0.748,0.835,0.963,0.748,0.965,0.777,0.963
98,4,SVC,0.974,0.785,0.942,0.974,0.785,0.974,0.816,0.973
99,4,LGBMClassifier,0.997,0.979,0.99,0.997,0.979,0.997,0.984,0.997
100,5,AdaBoostClassifier,0.55,0.367,0.274,0.408,0.367,0.55,0.278,0.414
101,5,BaggingClassifier,0.989,0.943,0.949,0.989,0.943,0.989,0.944,0.989
102,5,BernoulliNB,0.856,0.741,0.702,0.877,0.741,0.856,0.712,0.86
103,5,CalibratedClassifierCV,0.984,0.868,0.948,0.983,0.868,0.984,0.898,0.983
104,5,DecisionTreeClassifier,0.986,0.942,0.943,0.986,0.942,0.986,0.942,0.986
105,5,DummyClassifier,0.332,0.125,0.041,0.11,0.125,0.332,0.062,0.165
106,5,ExtraTreeClassifier,0.918,0.773,0.831,0.917,0.773,0.918,0.794,0.917
107,5,ExtraTreesClassifier,0.99,0.874,0.983,0.99,0.874,0.99,0.904,0.989
108,5,GaussianNB,0.723,0.708,0.595,0.865,0.708,0.723,0.574,0.772
109,5,KNeighborsClassifier,0.731,0.466,0.604,0.738,0.466,0.731,0.487,0.714
110,5,LabelPropagation,0.605,0.408,0.623,0.719,0.408,0.605,0.44,0.601
111,5,LabelSpreading,0.605,0.408,0.623,0.719,0.408,0.605,0.44,0.601
112,5,LinearDiscriminantAnalysis,0.976,0.953,0.922,0.98,0.953,0.976,0.928,0.977
113,5,LinearSVC,0.985,0.888,0.965,0.985,0.888,0.985,0.917,0.984
114,5,LogisticRegression,0.991,0.934,0.983,0.991,0.934,0.991,0.955,0.991
115,5,NearestCentroid,0.808,0.76,0.627,0.883,0.76,0.808,0.633,0.832
116,5,PassiveAggressiveClassifier,0.973,0.814,0.855,0.972,0.814,0.973,0.827,0.972
117,5,Perceptron,0.969,0.803,0.865,0.968,0.803,0.969,0.824,0.968
118,5,QuadraticDiscriminantAnalysis,0.687,0.692,0.69,0.799,0.692,0.687,0.598,0.718
119,5,RandomForestClassifier,0.99,0.892,0.986,0.991,0.892,0.99,0.921,0.99
120,5,RidgeClassifier,0.916,0.594,0.58,0.862,0.594,0.916,0.585,0.887
121,5,RidgeClassifierCV,0.916,0.594,0.58,0.862,0.594,0.916,0.585,0.887
122,5,SGDClassifier,0.969,0.732,0.757,0.964,0.732,0.969,0.742,0.966
123,5,SVC,0.976,0.78,0.984,0.976,0.78,0.976,0.812,0.973
124,5,LGBMClassifier,0.588,0.381,0.426,0.624,0.381,0.588,0.375,0.555
125,6,AdaBoostClassifier,0.547,0.365,0.276,0.406,0.365,0.547,0.278,0.412
126,6,BaggingClassifier,0.991,0.916,0.958,0.991,0.916,0.991,0.933,0.991
127,6,BernoulliNB,0.846,0.717,0.672,0.867,0.717,0.846,0.682,0.85
128,6,CalibratedClassifierCV,0.986,0.832,0.96,0.986,0.832,0.986,0.859,0.985
129,6,DecisionTreeClassifier,0.988,0.932,0.922,0.988,0.932,0.988,0.927,0.988
130,6,DummyClassifier,0.328,0.125,0.041,0.107,0.125,0.328,0.062,0.162
131,6,ExtraTreeClassifier,0.901,0.79,0.755,0.902,0.79,0.901,0.769,0.901
132,6,ExtraTreesClassifier,0.991,0.877,0.989,0.991,0.877,0.991,0.906,0.99
133,6,GaussianNB,0.711,0.683,0.594,0.861,0.683,0.711,0.569,0.761
134,6,KNeighborsClassifier,0.718,0.467,0.677,0.727,0.467,0.718,0.494,0.703
135,6,LabelPropagation,0.613,0.425,0.675,0.726,0.425,0.613,0.457,0.609
136,6,LabelSpreading,0.613,0.425,0.675,0.726,0.425,0.613,0.457,0.609
137,6,LinearDiscriminantAnalysis,0.973,0.947,0.917,0.978,0.947,0.973,0.922,0.975
138,6,LinearSVC,0.991,0.908,0.971,0.99,0.908,0.991,0.934,0.99
139,6,LogisticRegression,0.991,0.949,0.969,0.991,0.949,0.991,0.958,0.991
140,6,NearestCentroid,0.783,0.723,0.61,0.873,0.723,0.783,0.607,0.813
141,6,PassiveAggressiveClassifier,0.974,0.809,0.828,0.974,0.809,0.974,0.817,0.974
142,6,Perceptron,0.974,0.817,0.883,0.972,0.817,0.974,0.842,0.972
143,6,QuadraticDiscriminantAnalysis,0.697,0.745,0.706,0.801,0.745,0.697,0.66,0.726
144,6,RandomForestClassifier,0.991,0.872,0.99,0.991,0.872,0.991,0.903,0.99
145,6,RidgeClassifier,0.908,0.585,0.577,0.855,0.585,0.908,0.578,0.879
146,6,RidgeClassifierCV,0.908,0.585,0.577,0.855,0.585,0.908,0.578,0.879
147,6,SGDClassifier,0.967,0.741,0.834,0.964,0.741,0.967,0.765,0.964
148,6,SVC,0.975,0.784,0.956,0.975,0.784,0.975,0.811,0.973
149,6,LGBMClassifier,0.439,0.281,0.244,0.377,0.281,0.439,0.256,0.397
150,7,AdaBoostClassifier,0.557,0.366,0.258,0.382,0.366,0.557,0.282,0.421
151,7,BaggingClassifier,0.99,0.964,0.955,0.99,0.964,0.99,0.959,0.99
152,7,BernoulliNB,0.859,0.764,0.708,0.879,0.764,0.859,0.725,0.862
153,7,CalibratedClassifierCV,0.986,0.894,0.954,0.986,0.894,0.986,0.919,0.986
