,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
0,1,AdaBoostClassifier,0.555,0.369,0.269,0.392,0.369,0.555,0.281,0.414
1,1,BaggingClassifier,0.984,0.899,0.943,0.984,0.899,0.984,0.916,0.984
2,1,BernoulliNB,0.621,0.598,0.487,0.706,0.598,0.621,0.493,0.651
3,1,CalibratedClassifierCV,0.985,0.896,0.965,0.985,0.896,0.985,0.922,0.985
4,1,DecisionTreeClassifier,0.978,0.884,0.879,0.979,0.884,0.978,0.881,0.978
5,1,DummyClassifier,0.326,0.125,0.041,0.106,0.125,0.326,0.061,0.16
6,1,ExtraTreeClassifier,0.816,0.65,0.639,0.817,0.65,0.816,0.644,0.816
7,1,ExtraTreesClassifier,0.976,0.791,0.977,0.977,0.791,0.976,0.82,0.974
8,1,GaussianNB,0.881,0.853,0.706,0.924,0.853,0.881,0.736,0.892
9,1,KNeighborsClassifier,0.831,0.589,0.824,0.827,0.589,0.831,0.625,0.821
10,1,LabelPropagation,0.347,0.223,0.569,0.707,0.223,0.347,0.216,0.317
11,1,LabelSpreading,0.347,0.223,0.569,0.707,0.223,0.347,0.216,0.317
12,1,LinearDiscriminantAnalysis,0.975,0.94,0.918,0.98,0.94,0.975,0.918,0.977
13,1,LinearSVC,0.987,0.921,0.963,0.986,0.921,0.987,0.935,0.986
14,1,LogisticRegression,0.991,0.946,0.968,0.991,0.946,0.991,0.957,0.991
15,1,NearestCentroid,0.554,0.609,0.518,0.721,0.609,0.554,0.471,0.606
16,1,PassiveAggressiveClassifier,0.957,0.864,0.839,0.972,0.864,0.957,0.835,0.964
17,1,Perceptron,0.97,0.846,0.892,0.971,0.846,0.97,0.861,0.97
18,1,QuadraticDiscriminantAnalysis,0.911,0.793,0.711,0.922,0.793,0.911,0.735,0.913
19,1,RandomForestClassifier,0.969,0.751,0.824,0.966,0.751,0.969,0.77,0.966
20,1,RidgeClassifier,0.913,0.595,0.579,0.861,0.595,0.913,0.585,0.884
21,1,RidgeClassifierCV,0.913,0.595,0.579,0.861,0.595,0.913,0.585,0.884
22,1,SGDClassifier,0.965,0.771,0.815,0.962,0.771,0.965,0.789,0.963
23,1,SVC,0.977,0.816,0.856,0.974,0.816,0.977,0.833,0.975
24,1,LGBMClassifier,0.417,0.293,0.392,0.533,0.293,0.417,0.298,0.417
25,2,AdaBoostClassifier,0.544,0.365,0.259,0.379,0.365,0.544,0.276,0.406
26,2,BaggingClassifier,0.984,0.922,0.949,0.984,0.922,0.984,0.932,0.984
27,2,BernoulliNB,0.639,0.601,0.496,0.716,0.601,0.639,0.502,0.666
28,2,CalibratedClassifierCV,0.985,0.866,0.98,0.985,0.866,0.985,0.904,0.984
29,2,DecisionTreeClassifier,0.981,0.89,0.93,0.981,0.89,0.981,0.905,0.981
30,2,DummyClassifier,0.335,0.125,0.042,0.112,0.125,0.335,0.063,0.168
31,2,ExtraTreeClassifier,0.823,0.637,0.637,0.824,0.637,0.823,0.637,0.823
32,2,ExtraTreesClassifier,0.976,0.781,0.98,0.977,0.781,0.976,0.813,0.974
33,2,GaussianNB,0.886,0.883,0.722,0.922,0.883,0.886,0.762,0.894
34,2,KNeighborsClassifier,0.834,0.58,0.836,0.831,0.58,0.834,0.618,0.822
35,2,LabelPropagation,0.347,0.226,0.597,0.707,0.226,0.347,0.223,0.311
36,2,LabelSpreading,0.347,0.226,0.597,0.707,0.226,0.347,0.223,0.311
37,2,LinearDiscriminantAnalysis,0.971,0.936,0.911,0.976,0.936,0.971,0.914,0.973
38,2,LinearSVC,0.987,0.916,0.976,0.987,0.916,0.987,0.937,0.986
39,2,LogisticRegression,0.991,0.953,0.971,0.991,0.953,0.991,0.961,0.991
40,2,NearestCentroid,0.566,0.622,0.515,0.724,0.622,0.566,0.478,0.616
41,2,PassiveAggressiveClassifier,0.969,0.806,0.831,0.97,0.806,0.969,0.811,0.969
42,2,Perceptron,0.975,0.791,0.85,0.973,0.791,0.975,0.808,0.973
43,2,QuadraticDiscriminantAnalysis,0.925,0.807,0.726,0.932,0.807,0.925,0.752,0.927
44,2,RandomForestClassifier,0.972,0.76,0.85,0.97,0.76,0.972,0.783,0.969
45,2,RidgeClassifier,0.906,0.583,0.575,0.849,0.583,0.906,0.576,0.874
46,2,RidgeClassifierCV,0.906,0.583,0.575,0.849,0.583,0.906,0.576,0.874
47,2,SGDClassifier,0.966,0.754,0.809,0.963,0.754,0.966,0.775,0.964
48,2,SVC,0.975,0.819,0.978,0.976,0.819,0.975,0.846,0.974
49,2,LGBMClassifier,0.908,0.718,0.706,0.913,0.718,0.908,0.709,0.91
50,3,AdaBoostClassifier,0.543,0.365,0.282,0.412,0.365,0.543,0.287,0.421
51,3,BaggingClassifier,0.987,0.933,0.957,0.987,0.933,0.987,0.943,0.987
52,3,BernoulliNB,0.632,0.561,0.494,0.708,0.561,0.632,0.497,0.659
53,3,CalibratedClassifierCV,0.986,0.872,0.973,0.986,0.872,0.986,0.906,0.986
54,3,DecisionTreeClassifier,0.979,0.911,0.922,0.979,0.911,0.979,0.916,0.979
55,3,DummyClassifier,0.328,0.125,0.041,0.108,0.125,0.328,0.062,0.162
56,3,ExtraTreeClassifier,0.758,0.584,0.603,0.757,0.584,0.758,0.592,0.757
57,3,ExtraTreesClassifier,0.977,0.805,0.98,0.977,0.805,0.977,0.843,0.975
58,3,GaussianNB,0.89,0.888,0.75,0.926,0.888,0.89,0.788,0.898
59,3,KNeighborsClassifier,0.839,0.613,0.834,0.837,0.613,0.839,0.658,0.829
60,3,LabelPropagation,0.342,0.229,0.698,0.717,0.229,0.342,0.226,0.312
61,3,LabelSpreading,0.342,0.229,0.698,0.717,0.229,0.342,0.226,0.312
62,3,LinearDiscriminantAnalysis,0.974,0.941,0.922,0.977,0.941,0.974,0.925,0.975
63,3,LinearSVC,0.989,0.904,0.983,0.989,0.904,0.989,0.928,0.987
64,3,LogisticRegression,0.991,0.939,0.981,0.991,0.939,0.991,0.957,0.991
65,3,NearestCentroid,0.56,0.595,0.523,0.724,0.595,0.56,0.479,0.61
66,3,PassiveAggressiveClassifier,0.974,0.867,0.889,0.974,0.867,0.974,0.874,0.974
67,3,Perceptron,0.974,0.817,0.912,0.973,0.817,0.974,0.842,0.972
68,3,QuadraticDiscriminantAnalysis,0.923,0.796,0.734,0.926,0.796,0.923,0.757,0.923
69,3,RandomForestClassifier,0.971,0.787,0.975,0.972,0.787,0.971,0.827,0.968
70,3,RidgeClassifier,0.911,0.593,0.578,0.858,0.593,0.911,0.583,0.882
71,3,RidgeClassifierCV,0.911,0.593,0.578,0.858,0.593,0.911,0.583,0.882
72,3,SGDClassifier,0.965,0.735,0.779,0.958,0.735,0.965,0.747,0.961
73,3,SVC,0.974,0.825,0.97,0.974,0.825,0.974,0.857,0.973
74,3,LGBMClassifier,0.89,0.691,0.686,0.892,0.691,0.89,0.688,0.891
75,4,AdaBoostClassifier,0.549,0.364,0.263,0.384,0.364,0.549,0.28,0.412
76,4,BaggingClassifier,0.983,0.925,0.926,0.983,0.925,0.983,0.925,0.983
77,4,BernoulliNB,0.627,0.595,0.495,0.719,0.595,0.627,0.497,0.659
78,4,CalibratedClassifierCV,0.981,0.904,0.93,0.982,0.904,0.981,0.916,0.981
79,4,DecisionTreeClassifier,0.978,0.903,0.885,0.979,0.903,0.978,0.893,0.978
80,4,DummyClassifier,0.34,0.125,0.042,0.115,0.125,0.34,0.063,0.172
81,4,ExtraTreeClassifier,0.786,0.569,0.563,0.79,0.569,0.786,0.566,0.788
82,4,ExtraTreesClassifier,0.977,0.788,0.952,0.976,0.788,0.977,0.821,0.975
83,4,GaussianNB,0.875,0.887,0.714,0.917,0.887,0.875,0.754,0.886
