,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
0,1,AdaBoostClassifier,0.365,0.389,0.298,0.449,0.389,0.365,0.26,0.323
1,1,BaggingClassifier,0.986,0.927,0.968,0.986,0.927,0.986,0.945,0.986
2,1,BernoulliNB,0.642,0.634,0.509,0.717,0.634,0.642,0.524,0.667
3,1,CalibratedClassifierCV,0.985,0.882,0.967,0.985,0.882,0.985,0.911,0.984
4,1,DecisionTreeClassifier,0.979,0.907,0.924,0.979,0.907,0.979,0.915,0.979
5,1,DummyClassifier,0.326,0.125,0.041,0.106,0.125,0.326,0.061,0.16
6,1,ExtraTreeClassifier,0.765,0.603,0.602,0.766,0.603,0.765,0.602,0.766
7,1,ExtraTreesClassifier,0.976,0.787,0.847,0.974,0.787,0.976,0.807,0.974
8,1,GaussianNB,0.883,0.867,0.715,0.922,0.867,0.883,0.751,0.892
9,1,KNeighborsClassifier,0.833,0.585,0.812,0.828,0.585,0.833,0.62,0.822
10,1,LabelPropagation,0.329,0.213,0.615,0.703,0.213,0.329,0.201,0.288
11,1,LabelSpreading,0.33,0.213,0.617,0.703,0.213,0.33,0.201,0.289
12,1,LinearDiscriminantAnalysis,0.973,0.939,0.916,0.978,0.939,0.973,0.917,0.974
13,1,LinearSVC,0.987,0.932,0.972,0.987,0.932,0.987,0.947,0.987
14,1,LogisticRegression,0.991,0.947,0.973,0.99,0.947,0.991,0.959,0.991
15,1,NearestCentroid,0.56,0.644,0.529,0.729,0.644,0.56,0.487,0.612
16,1,PassiveAggressiveClassifier,0.97,0.821,0.892,0.969,0.821,0.97,0.845,0.969
17,1,Perceptron,0.967,0.835,0.861,0.969,0.835,0.967,0.829,0.967
18,1,QuadraticDiscriminantAnalysis,0.906,0.78,0.707,0.917,0.78,0.906,0.728,0.908
19,1,RandomForestClassifier,0.97,0.777,0.952,0.97,0.777,0.97,0.804,0.968
20,1,RidgeClassifier,0.909,0.59,0.577,0.856,0.59,0.909,0.582,0.88
21,1,RidgeClassifierCV,0.909,0.59,0.577,0.856,0.59,0.909,0.582,0.88
22,1,SGDClassifier,0.966,0.764,0.84,0.964,0.764,0.966,0.787,0.965
23,1,SVC,0.973,0.803,0.851,0.971,0.803,0.973,0.821,0.971
24,1,LGBMClassifier,0.885,0.713,0.701,0.887,0.713,0.885,0.705,0.886
25,2,AdaBoostClassifier,0.544,0.365,0.259,0.379,0.365,0.544,0.276,0.406
26,2,BaggingClassifier,0.983,0.908,0.945,0.983,0.908,0.983,0.921,0.983
27,2,BernoulliNB,0.655,0.619,0.51,0.728,0.619,0.655,0.523,0.679
28,2,CalibratedClassifierCV,0.985,0.856,0.968,0.985,0.856,0.985,0.888,0.984
29,2,DecisionTreeClassifier,0.981,0.904,0.931,0.981,0.904,0.981,0.917,0.981
30,2,DummyClassifier,0.335,0.125,0.042,0.112,0.125,0.335,0.063,0.168
31,2,ExtraTreeClassifier,0.772,0.597,0.597,0.771,0.597,0.772,0.596,0.771
32,2,ExtraTreesClassifier,0.978,0.777,0.856,0.975,0.777,0.978,0.801,0.975
33,2,GaussianNB,0.892,0.903,0.732,0.927,0.903,0.892,0.776,0.9
34,2,KNeighborsClassifier,0.833,0.589,0.783,0.829,0.589,0.833,0.628,0.822
35,2,LabelPropagation,0.337,0.216,0.663,0.719,0.216,0.337,0.208,0.294
36,2,LabelSpreading,0.337,0.216,0.663,0.719,0.216,0.337,0.208,0.294
37,2,LinearDiscriminantAnalysis,0.969,0.935,0.911,0.974,0.935,0.969,0.914,0.971
38,2,LinearSVC,0.988,0.912,0.991,0.988,0.912,0.988,0.936,0.987
39,2,LogisticRegression,0.991,0.943,0.971,0.99,0.943,0.991,0.956,0.99
40,2,NearestCentroid,0.574,0.653,0.529,0.738,0.653,0.574,0.496,0.626
41,2,PassiveAggressiveClassifier,0.972,0.837,0.885,0.972,0.837,0.972,0.855,0.972
42,2,Perceptron,0.972,0.814,0.866,0.971,0.814,0.972,0.834,0.971
43,2,QuadraticDiscriminantAnalysis,0.921,0.803,0.73,0.925,0.803,0.921,0.755,0.922
44,2,RandomForestClassifier,0.974,0.755,0.853,0.971,0.755,0.974,0.777,0.97
45,2,RidgeClassifier,0.904,0.583,0.575,0.848,0.583,0.904,0.575,0.873
46,2,RidgeClassifierCV,0.904,0.583,0.575,0.848,0.583,0.904,0.575,0.873
47,2,SGDClassifier,0.967,0.742,0.817,0.963,0.742,0.967,0.766,0.964
48,2,SVC,0.974,0.809,0.967,0.974,0.809,0.974,0.836,0.972
49,2,LGBMClassifier,0.83,0.689,0.68,0.847,0.689,0.83,0.677,0.833
50,3,AdaBoostClassifier,0.551,0.367,0.28,0.409,0.367,0.551,0.284,0.418
51,3,BaggingClassifier,0.986,0.929,0.95,0.986,0.929,0.986,0.938,0.986
52,3,BernoulliNB,0.66,0.607,0.527,0.728,0.607,0.66,0.539,0.682
53,3,CalibratedClassifierCV,0.988,0.894,0.982,0.988,0.894,0.988,0.927,0.988
54,3,DecisionTreeClassifier,0.984,0.926,0.943,0.984,0.926,0.984,0.932,0.984
55,3,DummyClassifier,0.328,0.125,0.041,0.108,0.125,0.328,0.062,0.162
56,3,ExtraTreeClassifier,0.763,0.597,0.608,0.762,0.597,0.763,0.602,0.762
57,3,ExtraTreesClassifier,0.976,0.805,0.98,0.976,0.805,0.976,0.843,0.974
58,3,GaussianNB,0.902,0.92,0.774,0.932,0.92,0.902,0.817,0.909
59,3,KNeighborsClassifier,0.832,0.607,0.852,0.832,0.607,0.832,0.655,0.823
60,3,LabelPropagation,0.329,0.215,0.697,0.722,0.215,0.329,0.205,0.293
61,3,LabelSpreading,0.329,0.215,0.697,0.722,0.215,0.329,0.205,0.293
62,3,LinearDiscriminantAnalysis,0.974,0.941,0.923,0.978,0.941,0.974,0.925,0.976
63,3,LinearSVC,0.988,0.9,0.975,0.987,0.9,0.988,0.923,0.986
64,3,LogisticRegression,0.992,0.932,0.982,0.992,0.932,0.992,0.954,0.992
65,3,NearestCentroid,0.578,0.641,0.548,0.749,0.641,0.578,0.509,0.63
66,3,PassiveAggressiveClassifier,0.975,0.845,0.916,0.974,0.845,0.975,0.869,0.973
67,3,Perceptron,0.974,0.822,0.917,0.974,0.822,0.974,0.845,0.973
68,3,QuadraticDiscriminantAnalysis,0.918,0.798,0.854,0.927,0.798,0.918,0.764,0.919
69,3,RandomForestClassifier,0.971,0.786,0.975,0.971,0.786,0.971,0.824,0.968
70,3,RidgeClassifier,0.913,0.593,0.579,0.86,0.593,0.913,0.584,0.884
71,3,RidgeClassifierCV,0.913,0.593,0.579,0.86,0.593,0.913,0.584,0.884
72,3,SGDClassifier,0.964,0.724,0.761,0.957,0.724,0.964,0.735,0.96
73,3,SVC,0.977,0.826,0.969,0.976,0.826,0.977,0.857,0.975
74,3,LGBMClassifier,0.995,0.939,0.986,0.995,0.939,0.995,0.957,0.995
75,4,AdaBoostClassifier,0.549,0.364,0.263,0.384,0.364,0.549,0.28,0.412
76,4,BaggingClassifier,0.985,0.925,0.908,0.986,0.925,0.985,0.915,0.985
77,4,BernoulliNB,0.652,0.633,0.525,0.732,0.633,0.652,0.537,0.678
78,4,CalibratedClassifierCV,0.981,0.902,0.919,0.981,0.902,0.981,0.91,0.981
79,4,DecisionTreeClassifier,0.981,0.922,0.903,0.981,0.922,0.981,0.912,0.981
80,4,DummyClassifier,0.34,0.125,0.042,0.115,0.125,0.34,0.063,0.172
81,4,ExtraTreeClassifier,0.801,0.644,0.642,0.805,0.644,0.801,0.642,0.803
82,4,ExtraTreesClassifier,0.978,0.769,0.946,0.978,0.769,0.978,0.795,0.976
83,4,GaussianNB,0.887,0.891,0.725,0.926,0.891,0.887,0.765,0.897
84,4,KNeighborsClassifier,0.84,0.594,0.825,0.837,0.594,0.84,0.637,0.832
85,4,LabelPropagation,0.333,0.202,0.526,0.714,0.202,0.333,0.183,0.288
86,4,LabelSpreading,0.333,0.202,0.526,0.714,0.202,0.333,0.183,0.288
87,4,LinearDiscriminantAnalysis,0.966,0.935,0.9,0.975,0.935,0.966,0.898,0.969
88,4,LinearSVC,0.982,0.895,0.915,0.981,0.895,0.982,0.902,0.981
89,4,LogisticRegression,0.987,0.931,0.941,0.987,0.931,0.987,0.935,0.987
90,4,NearestCentroid,0.569,0.645,0.529,0.743,0.645,0.569,0.489,0.623
91,4,PassiveAggressiveClassifier,0.972,0.877,0.854,0.974,0.877,0.972,0.863,0.973
92,4,Perceptron,0.97,0.805,0.848,0.969,0.805,0.97,0.822,0.969
93,4,QuadraticDiscriminantAnalysis,0.913,0.792,0.837,0.922,0.792,0.913,0.752,0.915
94,4,RandomForestClassifier,0.973,0.745,0.925,0.971,0.745,0.973,0.763,0.969
95,4,RidgeClassifier,0.911,0.59,0.576,0.862,0.59,0.911,0.581,0.884
96,4,RidgeClassifierCV,0.911,0.59,0.576,0.862,0.59,0.911,0.581,0.884
97,4,SGDClassifier,0.962,0.739,0.808,0.959,0.739,0.962,0.762,0.959
98,4,SVC,0.973,0.825,0.947,0.974,0.825,0.973,0.847,0.972
99,4,LGBMClassifier,0.994,0.967,0.939,0.994,0.967,0.994,0.952,0.994
100,5,AdaBoostClassifier,0.55,0.367,0.274,0.408,0.367,0.55,0.278,0.414
101,5,BaggingClassifier,0.985,0.942,0.946,0.986,0.942,0.985,0.943,0.985
102,5,BernoulliNB,0.651,0.631,0.51,0.725,0.631,0.651,0.528,0.675
103,5,CalibratedClassifierCV,0.986,0.883,0.97,0.986,0.883,0.986,0.913,0.986
104,5,DecisionTreeClassifier,0.982,0.919,0.94,0.982,0.919,0.982,0.927,0.982
105,5,DummyClassifier,0.332,0.125,0.041,0.11,0.125,0.332,0.062,0.165
106,5,ExtraTreeClassifier,0.781,0.623,0.641,0.78,0.623,0.781,0.63,0.78
107,5,ExtraTreesClassifier,0.977,0.781,0.981,0.978,0.781,0.977,0.813,0.975
108,5,GaussianNB,0.89,0.889,0.729,0.923,0.889,0.89,0.773,0.898
109,5,KNeighborsClassifier,0.836,0.599,0.856,0.835,0.599,0.836,0.646,0.826
110,5,LabelPropagation,0.32,0.213,0.64,0.703,0.213,0.32,0.202,0.27
111,5,LabelSpreading,0.32,0.213,0.64,0.703,0.213,0.32,0.202,0.27
112,5,LinearDiscriminantAnalysis,0.974,0.951,0.922,0.978,0.951,0.974,0.928,0.975
113,5,LinearSVC,0.987,0.908,0.98,0.987,0.908,0.987,0.932,0.986
114,5,LogisticRegression,0.99,0.947,0.98,0.99,0.947,0.99,0.962,0.99
115,5,NearestCentroid,0.566,0.642,0.53,0.744,0.642,0.566,0.487,0.62
116,5,PassiveAggressiveClassifier,0.978,0.804,0.859,0.976,0.804,0.978,0.824,0.977
117,5,Perceptron,0.975,0.824,0.904,0.975,0.824,0.975,0.844,0.973
118,5,QuadraticDiscriminantAnalysis,0.917,0.794,0.724,0.922,0.794,0.917,0.748,0.917
119,5,RandomForestClassifier,0.973,0.782,0.973,0.973,0.782,0.973,0.818,0.97
120,5,RidgeClassifier,0.913,0.594,0.58,0.86,0.594,0.913,0.584,0.884
121,5,RidgeClassifierCV,0.913,0.594,0.58,0.86,0.594,0.913,0.584,0.884
122,5,SGDClassifier,0.969,0.732,0.759,0.964,0.732,0.969,0.742,0.966
123,5,SVC,0.976,0.819,0.973,0.976,0.819,0.976,0.844,0.975
124,5,LGBMClassifier,0.996,0.977,0.973,0.997,0.977,0.996,0.975,0.996
125,6,AdaBoostClassifier,0.547,0.365,0.276,0.406,0.365,0.547,0.278,0.412
126,6,BaggingClassifier,0.987,0.909,0.946,0.987,0.909,0.987,0.924,0.987
127,6,BernoulliNB,0.643,0.588,0.494,0.722,0.588,0.643,0.501,0.67
128,6,CalibratedClassifierCV,0.987,0.863,0.968,0.987,0.863,0.987,0.896,0.986
129,6,DecisionTreeClassifier,0.982,0.9,0.902,0.982,0.9,0.982,0.9,0.982
130,6,DummyClassifier,0.328,0.125,0.041,0.107,0.125,0.328,0.062,0.162
131,6,ExtraTreeClassifier,0.775,0.594,0.593,0.774,0.594,0.775,0.593,0.774
132,6,ExtraTreesClassifier,0.978,0.8,0.983,0.979,0.8,0.978,0.841,0.977
133,6,GaussianNB,0.891,0.847,0.715,0.925,0.847,0.891,0.75,0.9
134,6,KNeighborsClassifier,0.834,0.59,0.837,0.831,0.59,0.834,0.631,0.823
135,6,LabelPropagation,0.322,0.202,0.662,0.712,0.202,0.322,0.183,0.278
136,6,LabelSpreading,0.322,0.202,0.662,0.712,0.202,0.322,0.183,0.278
137,6,LinearDiscriminantAnalysis,0.972,0.948,0.921,0.976,0.948,0.972,0.926,0.973
138,6,LinearSVC,0.99,0.909,0.976,0.99,0.909,0.99,0.935,0.989
139,6,LogisticRegression,0.991,0.939,0.965,0.991,0.939,0.991,0.951,0.991
140,6,NearestCentroid,0.562,0.613,0.521,0.733,0.613,0.562,0.478,0.614
141,6,PassiveAggressiveClassifier,0.97,0.793,0.818,0.969,0.793,0.97,0.797,0.969
142,6,Perceptron,0.973,0.799,0.873,0.971,0.799,0.973,0.821,0.971
143,6,QuadraticDiscriminantAnalysis,0.916,0.842,0.839,0.928,0.842,0.916,0.807,0.919
144,6,RandomForestClassifier,0.972,0.776,0.977,0.972,0.776,0.972,0.81,0.969
145,6,RidgeClassifier,0.907,0.585,0.577,0.853,0.585,0.907,0.578,0.877
146,6,RidgeClassifierCV,0.907,0.585,0.577,0.853,0.585,0.907,0.578,0.877
147,6,SGDClassifier,0.965,0.725,0.804,0.961,0.725,0.965,0.745,0.962
148,6,SVC,0.975,0.834,0.972,0.975,0.834,0.975,0.865,0.974
149,6,LGBMClassifier,0.806,0.634,0.612,0.822,0.634,0.806,0.617,0.811
150,7,AdaBoostClassifier,0.557,0.366,0.258,0.382,0.366,0.557,0.282,0.421
151,7,BaggingClassifier,0.984,0.952,0.937,0.984,0.952,0.984,0.944,0.984
152,7,BernoulliNB,0.644,0.602,0.501,0.72,0.602,0.644,0.513,0.669
153,7,CalibratedClassifierCV,0.988,0.895,0.98,0.988,0.895,0.988,0.929,0.988
154,7,DecisionTreeClassifier,0.982,0.946,0.921,0.982,0.946,0.982,0.932,0.982
155,7,DummyClassifier,0.337,0.125,0.042,0.114,0.125,0.337,0.063,0.17
156,7,ExtraTreeClassifier,0.808,0.618,0.621,0.807,0.618,0.808,0.619,0.807
157,7,ExtraTreesClassifier,0.978,0.788,0.979,0.978,0.788,0.978,0.822,0.976
158,7,GaussianNB,0.886,0.891,0.718,0.921,0.891,0.886,0.758,0.894
159,7,KNeighborsClassifier,0.835,0.583,0.763,0.834,0.583,0.835,0.612,0.825
160,7,LabelPropagation,0.313,0.206,0.533,0.694,0.206,0.313,0.187,0.27
161,7,LabelSpreading,0.313,0.206,0.533,0.694,0.206,0.313,0.187,0.27
162,7,LinearDiscriminantAnalysis,0.97,0.93,0.911,0.975,0.93,0.97,0.912,0.972
163,7,LinearSVC,0.989,0.915,0.963,0.988,0.915,0.989,0.932,0.988
164,7,LogisticRegression,0.992,0.957,0.977,0.992,0.957,0.992,0.966,0.992
165,7,NearestCentroid,0.566,0.679,0.529,0.733,0.679,0.566,0.493,0.618
166,7,PassiveAggressiveClassifier,0.976,0.844,0.892,0.976,0.844,0.976,0.862,0.975
167,7,Perceptron,0.979,0.858,0.933,0.979,0.858,0.979,0.882,0.979
168,7,QuadraticDiscriminantAnalysis,0.9,0.79,0.826,0.912,0.79,0.9,0.748,0.903
169,7,RandomForestClassifier,0.972,0.767,0.975,0.972,0.767,0.972,0.802,0.969
170,7,RidgeClassifier,0.908,0.592,0.577,0.856,0.592,0.908,0.582,0.879
